"","accession","pval_bon: wt VS ko","pval_bon: wt-cyto-no glu VS wt-cyto-glu","pval_bon: wt-mem-glu VS wt-cyto-glu","pval_bon: wt-mem-glu VS wt-mem-no glu","pval_bon: wt-mem-no glu VS Δ-mem-no glu","pval_bon: Δ-mem-no glu VS Δ-mem-glu","pval_BY: wt VS ko","pval_BY: wt-cyto-no glu VS wt-cyto-glu","pval_BY: wt-mem-glu VS wt-cyto-glu","pval_BY: wt-mem-glu VS wt-mem-no glu","pval_BY: wt-mem-no glu VS Δ-mem-no glu","pval_BY: Δ-mem-no glu VS Δ-mem-glu","pval_BH: wt VS ko","pval_BH: wt-cyto-no glu VS wt-cyto-glu","pval_BH: wt-mem-glu VS wt-cyto-glu","pval_BH: wt-mem-glu VS wt-mem-no glu","pval_BH: wt-mem-no glu VS Δ-mem-no glu","pval_BH: Δ-mem-no glu VS Δ-mem-glu","AoverB: wt VS ko","AoverB: wt-cyto-no glu VS wt-cyto-glu","AoverB: wt-mem-glu VS wt-cyto-glu","AoverB: wt-mem-glu VS wt-mem-no glu","AoverB: wt-mem-no glu VS Δ-mem-no glu","AoverB: Δ-mem-no glu VS Δ-mem-glu"
"283","P42669",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.770959707548308,NA,NA,NA,NA,NA
"284","P42932",1,1,0,0,1,1,1,1,0,0,1,0.565128468956535,0.375087985633326,1,0,0,1,0.0729267990610857,1.05551899748226,1.24822076612903,1.32471774193548,2.02833858121874,0.994138407242598,0.807088808252936
"285","P43006",1,1,1,0,1,1,1,1,1,0,1,1,0.986024796506801,1,1,0,0.277944467307518,0.701768798814303,0.973019598970559,NA,NA,0.508052299368802,0.688025014579427,0.959920436408683
"286","P43274",1,1,0,0,1,1,1,0.755184656665138,0,0,0.166533645785167,1,0.598880773440728,0.097452531125041,0,0,0.0214902741415758,1,0.834187954987973,1.53196139565914,NA,NA,0.703364726077203,1.03418271124871
"287","P43275",1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0.622065508089523,NA,NA,NA,NA,0.207428832557274,1.33677652057058
"288","P43276",1,1,0,0,1,1,1,1,0,0,0.399513500828419,1,0.655240373513668,0.421227244805488,0,0,0.0515550753457898,0.771722180363519,0.789513328182819,1.72777227916603,NA,NA,0.402995738574522,1.19066308606019
"289","P45878",1,0,1,0,0,1,0.480011730317798,0,1,0,0,1,0.0619429402813229,0,1,0,0,1,1.47932275956018,0.889839324933534,NA,NA,NA,NA
"290","P45952",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.814140025209118,0.857801888001363,NA,NA,NA,NA
"291","P46096",1,1,0,0,1,1,1,1,0,0,1,1,0.981857178486303,0.760991676161075,0,0,0.839592684092449,1,0.981892753829601,0.920447949514693,1.38239530815928,0.32861953144235,1.072934685257,1.09226420220715
"292","P46097",1,1,1,0,0,1,1,1,1,0,0,1,0.221860792814761,1,1,0,0,1,0.640738698300937,NA,NA,NA,NA,NA
"293","P46460",1,0,1,0,1,1,1,0,1,0,0.264321387188069,1,0.6758610957156,0,1,0,0.0341092578942334,1,1.01763804564463,1.66135693215339,1.12182890855457,0.532508751458578,0.664516229083631,0.944778174998536
"294","P46660",1,1,1,1,1,1,1,1,1,1,1,1,0.933831503904025,1,1,1,1,1,1.26890036593911,NA,NA,NA,NA,NA
"295","P47708",1,1,1,1,1,1,1,1,1,1,1,1,0.679099660964715,1,1,1,1,1,1.03548707486645,NA,NA,NA,NA,NA
"296","P47738",1,1,0,0,1,1,1,1,0,0,0.0424149339184594,1,0.89076007933993,1,0,0,0.00547341982040302,0.432257361478626,0.99133466615281,0.973006695069994,NA,NA,3.03570686610575,0.780398832684825
"297","P47740",1,1,1,1,1,1,1,1,1,1,1,1,0.224862213452259,1,1,1,1,1,0.909189703185492,NA,NA,NA,NA,NA
"298","P47753",1,0,0,0,1,1,1,0,0,0,1,1,0.58718502648373,0,0,0,1,1,0.930012451764982,0.609859472815693,0.705098082072018,0.710392019414831,1.15822625245327,0.926946734749546
"299","P47754",1,1,0,0,1,1,1,1,0,0,1,1,0.250284993381932,1,0,0,0.659823542620753,1,1.19316255564533,1.07884702874846,NA,NA,1.20422254056973,0.895810323245713
"300","P47757",1,1,0,0,1,1,1,1,0,0,1,1,0.392119391281427,1,0,0,0.648102443661795,1,1.07486038898517,0.9613661159601,NA,NA,0.944979565901772,0.9397196325096
"301","P47758",1,0,0,0,0.0137323980340135,1,1,0,0,0,0.000499605043280726,1,0.355652198797826,0,0,0,6.4471352272364e-05,0.300101696385919,0.826376227489363,NA,NA,NA,2.2905434317501,0.832439341239574
"302","P47802",1,1,1,1,1,1,1,1,1,1,1,1,0.372255420584616,1,1,1,1,1,0.569902801600912,NA,NA,NA,NA,NA
"303","P47857",1,0,0,1,1,1,1,0,0,1,1,1,0.7914494890726,0,0,1,1,1,1.06873307722707,0.808158959029365,NA,NA,NA,NA
"304","P47915",1,0,0,0,1,1,1,0,0,0,0.882589409955406,1,0.778362158936742,0,0,0,0.11389343147427,0.243741153171203,0.953006189213084,0.976406926406926,NA,NA,1.43043779200554,0.704584247744453
"305","P47962",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.867727343628137,NA,NA,NA,1.44281729428173,0.755532139093783
"306","P47963",1,0,0,1,1,0,1,0,0,1,1,0,0.768900119874139,0,0,1,1,0,0.906693832337695,NA,NA,NA,NA,NA
"307","P48318",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0.987884680539944,NA,NA,NA,NA,0.956038338658147
"308","P48320",1,0,0,1,1,1,1,0,0,1,1,1,0.295673721112871,0,0,1,1,1,1.42478554144516,NA,NA,NA,NA,NA
"309","P48453",0.211209141781107,1,1,1,0,1,0.0079068299855594,1,1,1,0,1,0.00102033401826622,1,1,1,0,0.654038839418911,2.28902168400896,NA,NA,NA,0.962824809695585,0.776273979796537
"310","P48667.9",1,1,1,1,0,1,1,1,1,1,0,1,0.755870257766128,1,1,1,0,0.897943843809411,1.47095983318637,NA,NA,NA,NA,0.834139871192349
"311","P48722",1,1,1,1,1,1,0.622532509219722,1,1,1,1,1,0.080334482693265,1,1,1,1,1,1.30442271644967,NA,NA,NA,NA,NA
"312","P48774",1,1,0,1,1,1,1,1,0,1,1,1,0.658295073589716,0.479609780525577,0,1,1,1,1.02631344215503,0.344402751022321,NA,NA,NA,NA
"313","P48962",1,0,0,0,1,1,1,0,0,0,0.313566825056515,1,0.82378028189125,0,0,0,0.0404641176285845,0.942477210361915,0.865482453037485,NA,3.13672117024349,0.285666758536428,1.17118328073018,0.867816445173886
"314","P49065",1,0,0,0,1,1,1,0,0,0,1,1,0.37282205628968,0,0,0,0.593730589327377,0.327372301198956,2.88210451300265,NA,NA,NA,1.18388205217399,0.745503630350706
"315","P49312",1,0,0,0,0.57285773613498,1,1,0,0,0,0.0195560419126639,1,0.822580092024842,0,0,0,0.0025236023618281,0.30226417350428,0.949192816978055,0.616925632756767,NA,NA,2.19564600979139,0.58636445988307
"316","P49615",1,1,1,0,0,1,1,1,1,0,0,1,0.954621067242005,1,1,0,0,1,1.03727406184053,NA,NA,NA,1.43737832576249,1.06976744186047
"317","P50096",1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,NA,2.9639826234452,3.46230498721714,NA,NA,0.523444753946147
"318","P50171",1,1,1,1,1,1,1,1,1,1,1,1,0.217882584892175,1,1,1,1,1,1.62997809357975,NA,NA,NA,NA,NA
"319","P50247",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.664129400570885,NA,NA,NA,1.58232062593641,0.605819172003429
"320","P50396",1,1,0,0,1,1,1,1,0,0,1,1,0.736507062641291,1,0,0,0.611413078719599,1,0.964560626802102,1.0663773211027,NA,NA,0.942482843423069,0.927975806676964
"321","P50429",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.2259916492693,NA,NA,NA,NA,NA
"322","P50516",1,1,0,0,1,1,1,1,0,0,1,0.418042000848064,0.479044888059476,1,0,0,1,0.0539460789353469,1.16385610708957,1.06071434243334,1.16489589785126,0.937464054292397,1.0112050248139,0.899177241667829
"323","P50518",1,1,0,0,1,1,1,1,0,0,1,1,0.834224842323217,0.148197589379544,0,0,1,0.574463629003097,0.960821962578643,1.67263191664459,NA,NA,0.994863313242472,0.808530062233197
"324","P50571",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.791120853488381,NA,NA,NA,NA,NA
"325","P51150",1,1,0,0,1,1,1,0.386393532846282,0,0,1,0.220985559133744,1,0.0498620138185801,0,0,0.432818726622699,0.0285170016228428,0.908551092496008,1.76342380754298,0.811858707709373,0.660947234000522,1.47512644922257,1.77662865947612
"326","P51163",1,1,1,0,1,1,1,1,1,0,1,1,0.956737079337295,1,1,0,0.768021082473347,0.622065508089523,1.02774022920952,1.40069841741586,NA,NA,1.24094685687412,1.12140496448914
"327","P51174",1,1,0,0,1,1,1,1,0,0,1,1,0.834224842323217,1,0,0,0.380940577437062,0.831012257384618,1.02286234081261,1.01642498019626,NA,NA,0.770788658565642,1.21917211328976
"328","P51410",1,1,0,0,1,1,1,1,0,0,1,1,0.882851596081558,0.273147304620339,0,0,1,0.441742589491055,1.87556258189483,2.5104483499833,4.50381600683183,2.13430629023007,1.11551688897973,2.84486943097049
"329","P51660",1,1,1,0,0,0,1,1,1,0,0,0,0.746596874672413,1,1,0,0,0,0.959525927476327,NA,NA,NA,2.27274483824665,0.803780617678381
"330","P51859",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"331","P51863",1,0,0,0,1,1,1,0,0,0,1,1,0.610535257796722,0,0,0,0.449711538126379,0.789892865241439,0.932412864546288,0.452802545104441,0.82422872451756,1.67783900471511,0.445025913285298,0.937711136134655
"332","P51880",1,1,0,0,1,1,1,1,0,0,0.910807649814457,1,1,0.383713920039243,0,0,0.117534844039909,0.495134490893502,NA,1.13753189698261,NA,NA,2.45572838767574,0.846364825520064
"333","P51881",1,0,0,0,1,1,1,0,0,0,1,1,0.809603257294185,0,0,0,0.152595003436744,0.386332061370022,0.914442196321685,NA,NA,NA,1.39154794320776,0.853529163298703
"334","P52194",1,1,1,0,0.10376538373677,1,1,1,1,0,0.00363848221976068,1,0.3900593271328,1,1,0,0.000469526623243304,1,0.897718954056977,NA,NA,NA,1.91816903209309,0.952572347266881
"335","P52480",1,1,0,0,1,1,1,1,0,0,1,1,0.913570621515423,1,0,0,1,0.364429030965681,0.934460212225814,1.04387122396167,0.376028081682851,0.990199881926292,0.822968433326851,0.919814091268931
"336","P52503",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.970249835634452,NA,NA,NA,NA,0.614843911515402
"337","P53026",1,1,1,1,0,1,1,1,1,1,0,1,0.73976451366658,1,1,1,0,0.188497604714895,1.0086273216837,NA,NA,NA,1.01764881842656,0.725267573040208
"338","P53702",1,1,1,1,1,1,1,1,1,1,1,1,0.419077984190224,1,1,1,1,1,1.07582853025937,NA,NA,NA,NA,NA
"339","P53810",0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0.842535966695198,0.842029961285979,NA,NA,NA,1.13770655983976,0.960003845784059
"340","P53994",1,1,1,0,1,1,1,1,1,0,1,1,0.903267453069621,1,1,0,0.908039586263547,1,0.885205831758141,1.69026680578328,NA,NA,0.841870656943069,1.12205146798465
"341","P54071",1,0,1,0,0,1,1,0,1,0,0,1,0.306570809645794,0,1,0,0,1,1.44979872407542,1.54087895899828,NA,NA,3.46166097838452,0.895203177512985
"342","P54116",1,1,1,1,0,1,1,1,1,1,0,0.890688792986729,1,1,1,1,0,0.114938613430745,NA,NA,NA,NA,0.634556515674042,0.707196097774855
"343","P54227",1,1,1,1,1,1,1,1,0.194627164613568,0.726371400054615,1,1,0.310402958630003,0.550391126242605,0.0251155921268835,0.0937343348377244,1,0.754024876730189,1.32471054311668,2.19220837112977,3.19560390391562,2.07523563616517,1.28699951369752,0.717965628273267
"344","P54823",1,1,1,1,1,1,1,1,1,1,1,1,0.579420604740249,1,1,1,1,1,0.928642220019822,NA,NA,NA,NA,NA
"345","P55088",1,1,1,0,1,1,0.557980034981595,1,1,0,1,1,0.0720043319819551,1,1,0,0.244779408585032,1,0.462210736615628,NA,NA,1.478578892372,0.705670898910063,1.00367732087516
"346","P55258",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.80225048403123,NA,NA,NA,NA,NA
"347","P56135",1,1,1,0,1,1,1,1,1,0,1,1,0.883208615005999,1,1,0,0.956971539507455,1,0.829490491875543,NA,NA,NA,0.817780771323811,0.848109981236003
"348","P56371",1,1,1,1,1,1,1,1,1,1,1,1,0.574394937098269,1,1,1,1,1,0.743991640543365,NA,NA,NA,NA,NA
"349","P56375",1,1,1,1,1,1,1,1,1,1,1,1,0.655556350915261,1,1,1,1,1,0.874110965487109,NA,NA,NA,NA,NA
"350","P56382",1,1,1,1,0,1,1,1,1,1,0,1,0.606587021688479,1,1,1,0,1,1.06463775071995,NA,NA,NA,0.634967919340055,0.881660689933835
"351","P56391",1,1,1,0,1,1,1,1,1,0,1,1,0.517073563208125,1,1,0,0.768021082473347,0.463962463981537,1.12188069465443,NA,NA,NA,0.884022784573723,1.22882441813766
"352","P56480",1,0,0,0,1,1,1,0,0,0,0.857023533311033,1,0.794876969558114,0,0,0,0.110594292161208,0.463962463981537,1.01940673847043,0.444085085209603,2.5778289173612,0.804574867348258,0.528027771513699,0.747905193892545
"353","P56564",1,1,1,0,1,1,1,1,1,0,1,1,0.767052939927863,1,1,0,1,0.503970881487803,0.970535776654947,NA,NA,0.305279177430493,1.04516008304893,1.45819906444907
"354","P56695",1,1,1,1,1,1,1,1,1,1,1,1,0.656295145639671,1,1,1,1,1,0.984463454522588,NA,NA,NA,NA,NA
"355","P56959",1,1,0,0,1,1,1,1,0,0,1,1,0.30681701822595,1,0,0,1,1,1.78090831801016,0.7127743904453,NA,NA,1.62078170990485,0.619944833439423
"356","P57746",1,1,1,1,0,1,1,1,1,1,0,1,0.441660546206918,1,1,1,0,0.467727522107873,1.22322688779111,NA,NA,NA,1.21180913147957,0.722623857112481
"357","P57759",1,1,0,0,0,1,1,1,0,0,0,1,0.809603257294185,1,0,0,0,1,0.875542131350678,0.917451715289035,NA,NA,NA,NA
"358","P57776",1,1,0,0,1,1,1,1,0,0,1,1,0.344711705450872,0.777644957766414,0,0,0.879015913319855,0.695198739569206,1.25152783555306,0.835480424663942,NA,NA,1.22984065997985,0.723999307599017
"359","P57780",1,1,0,1,0,1,1,1,0,1,0,1,0.519369051417003,0.586627149263319,0,1,0,0.756265020494167,1.24308099947384,0.138675764837527,NA,NA,2.00335314938209,0.556545386393445
"360","P57784",1,1,1,1,1,1,1,1,1,1,1,1,0.79394589351996,1,1,1,1,1,1.07989167230873,NA,NA,NA,NA,NA
"361","P58064",1,1,0,0,1,0,1,0.93708854986122,0,0,1,0,0.352633516962235,0.12092625328955,0,0,0.985803874897666,0,0.198581761567279,3.32632606640978,4.11577569821668,1.45314963806115,4.00049878238418,1.07898569076865
"362","P58252",1,1,0,0,1,1,1,1,0,0,0.938815475504071,1,0.452201652323625,1,0,0,0.121149103785088,0.234856701994288,1.06519881508489,1.41800792373406,NA,NA,1.89842823250297,0.727508090614887
"363","P58281",1,1,1,1,1,0,1,1,1,1,1,0,0.249107296647044,1,1,1,1,0,1.23714069591528,NA,NA,NA,NA,0.689522834847128
"364","P58771",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA
"365","P59279",1,1,1,1,1,0,1,1,1,1,1,0,0.333909532443582,1,1,1,1,0,1.30251174203376,1.69026680578328,NA,NA,NA,1.30521108864579
"366","P59999",1,1,0,0,1,1,1,1,0,0,1,1,0.149114761123708,0.358138331187982,0,0,1,0.590543596462156,1.26305551399072,0.733092958429281,NA,NA,1.06897565831147,0.843813232543042
"367","P60122",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.11579806123429,NA,NA,NA,NA,NA
"368","P60202",1,1,1,1,1,1,1,1,1,1,1,1,0.452756454092955,1,1,1,1,1,1.14519977009501,NA,NA,NA,NA,NA
"369","P60229",1,0,0,0,0,0,1,0,0,0,0,0,0.845577673346744,0,0,0,0,0,0.922784975788509,0.72476130849898,NA,NA,1.87878787878789,0.919450469992769
"370","P60335",1,0,0,0,1,1,1,0,0,0,0.750820544202309,1,0.87259553596,0,0,0,0.0968893658092955,1,1.0118053587291,NA,NA,NA,0.616821860955996,1.01233692549443
"371","P60710",1,1,1,1,1,1,1,1,0.825567697770655,1,1,1,0.527476096689778,1,0.106535085230814,0.284964202363789,0.708191769001816,1,0.904268751326839,0.993213020866424,0.624793078258306,0.734604313540286,0.838385162508479,1.13614229350348
"372","P60761",1,1,1,1,0,1,1,1,1,1,0,1,0.383131286201759,1,1,1,0,1,1.06087089187759,NA,NA,NA,0.987867179038229,0.896690156534086
"373","P60766",1,1,1,0,1,1,1,1,1,0,1,1,0.355652198797826,1,1,0,1,1,1.0368358279753,NA,NA,NA,1.0233205023365,1.00852674468798
"374","P60824",1,1,0,0,1,1,1,1,0,0,1,1,0.394486508585688,0.453021267173078,0,0,1,0.547820505835332,2.2728676016583,0.788781413849213,0.306691827879226,0.569566859733065,1.0473657603798,0.731910170200444
"375","P60843",1,1,1,1,1,1,1,1,1,1,1,1,0.867796918784068,1,1,1,1,1,0.982555115432321,NA,NA,NA,2.24651212706589,1.02938577110031
"376","P60867",0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.28740606653698,0.882211538461538,NA,NA,NA,1.25859839668994,0.521102846054334
"377","P60879",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0.241253182740539,0.622065508089523,1.02833680827677,1.34793313463781,NA,NA,0.745516711486745,1.08574145755473
"378","P61021",1,1,1,1,0,1,1,1,1,1,0,1,0.479104827415044,1,1,1,0,0.249257247369919,1.84791739077165,NA,NA,NA,NA,1.36788275519089
"379","P61022",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1.01508135571419,NA,NA,NA,0.911958405545927,0.796301407673199
"380","P61027",1,1,1,0,1,1,1,1,1,0,1,1,0.925892295416613,1,1,0,1,1,0.950185587666952,NA,NA,NA,0.950766350867201,1.10388407618407
"381","P61028",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.98256164726616,NA,NA,NA,NA,NA
"382","P61089",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.12261322392299,NA,NA,NA,NA,NA
"383","P61161",1,1,0,0,1,1,1,1,0,0,1,1,0.306570809645794,0.257994405778603,0,0,0.516792958927372,0.282733047224365,1.3554272465334,0.838601167809087,4.44259329779132,3.96401115625841,1.1045553348867,0.883331261309797
"384","P61164",1,1,1,0,1,1,1,1,1,0,1,1,0.814524163930204,1,1,0,1,0.275685840712165,1.20353565792483,1.14054311576941,NA,NA,0.814904736430598,1.16959114533989
"385","P61226",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0.193760339044956,1,1.07655014693119,NA,NA,NA,0.667087382725399,0.917367811655731
"386","P61264",1,1,1,0,1,1,1,1,1,0,0.460301797833088,1,0.659484918759112,1,1,0,0.0593994791662351,1,1.01467333237409,NA,NA,0.490233350812795,0.69490753393459,0.97362021686266
"387","P61294",1,1,1,1,0,1,1,1,1,1,0,1,0.725943168349935,1,1,1,0,0.722344861363697,1.1104602022236,NA,NA,6.87019470793809,0.700673193342238,1.37271518167267
"388","P61514",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.622500853979547,NA,NA,NA,1.30122773646896,0.817963224893918
"389","P61750",1,1,1,0,1,1,1,1,1,0,1,1,0.13886363526626,1,1,0,0.834966686316475,1,1.41825568947764,NA,NA,NA,0.77914080671052,0.960140633820479
"390","P61922",1,1,1,1,1,1,1,1,1,1,1,1,0.939619843302207,1,1,1,1,1,0.98128130939396,1.24042342548168,NA,NA,2.58254358254359,NA
"391","P61924",1,0,0,0,1,1,1,0,0,0,1,1,0.462947857891968,0,0,0,0.775660262744074,0.935720407943268,1.08368955754177,0.716962764662933,NA,NA,0.813328424153163,0.913199020900024
"392","P61979",1,0,0,0,1,1,1,0,0,0,0.600622471114452,1,0.822580092024842,0,0,0,0.0775071097434046,1,1.03983643065581,0.675166741583956,0.452261489679639,0.508093574275263,1.51624518852697,0.916682475243768
"393","P61982",1,1,1,0.54910359468341,1,1,1,1,0.352086771025084,0.00761206543829338,1,1,0.948363752464192,1,0.0454349101364908,0.000982296233780698,1,0.621339786786886,1.02157363778918,0.794455579967067,0.378135332426693,0.262470449703596,0.974932800288042,1.13893916683164
"394","P62071",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.886439545758183,NA,NA,NA,NA,1.30343580470163
"395","P62073",1,1,1,0,1,1,1,1,1,0,1,1,0.164401299004516,1,1,0,0.379531556466033,0.253865773837961,1.10370537166304,NA,NA,NA,1.20457384452772,0.838429003021148
"396","P62075",0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1.09294117647059,NA,NA,NA,NA,NA
"397","P62082",1,1,0,0,1,1,1,1,0,0,1,1,0.861221256039818,1,0,0,0.591760200222765,0.251563198011104,0.947746727089626,0.990971661383062,NA,NA,1.12964977722516,0.818332132106669
"398","P62137",1,1,1,1,1,0,1,1,1,1,1,0,0.352633516962235,1,1,1,1,0,1.10906169995174,NA,NA,NA,1.29091163982335,0.528428535078981
"399","P62141",1,1,1,1,0,1,1,1,1,1,0,1,0.524635173836355,1,1,1,0,0.942477210361915,1.14863721898502,NA,NA,NA,0.999926772114821,0.872364890762744
"400","P62242",1,0,0,0,1,1,1,0,0,0,1,0.551707515470521,0.168446618360863,0,0,0,0.943149686135835,0.0711948969682926,0.572118027979718,1.05920745920746,NA,NA,0.90848026868178,0.559380032206119
"401","P62259",1,1,1,1,1,1,1,0.0710945014811393,0.952088314574112,1,1,1,0.986525831510549,0.00917436425285074,0.122861892506594,0.157563224478544,1,1,1.19441496788607,0.57154056082132,0.616807032694315,0.686167980226647,0.965092310046538,1.06237926747633
"402","P62264",1,1,0,0,1,1,1,1,0,0,1,1,0.508725652015515,1,0,0,0.691078424015085,1,1.07235825508142,1.04266032183845,0.312942493735961,0.388508416538116,1.41062674860709,0.864002148693743
"403","P62270",1,1,0,0,1,1,1,1,0,0,0.103657603414124,1,0.39033681893333,1,0,0,0.0133764579747564,1,0.78007766600751,0.859897976309754,0.171192293803816,0.211954057730089,2.50857738602976,0.93994847848197
"404","P62281",1,1,0,0,1,1,0.586875861103478,1,0,0,1,1,0.0757331834220277,0.37969405293111,0,0,0.175797189109324,0.689987911588903,0.758856117353312,0.533639223456211,NA,NA,1.44604915983891,0.746372305140962
"405","P62301",1,1,0,0,1,1,1,1,0,0,0.166533645785167,1,0.355652198797826,0.925741732622054,0,0,0.0214902741415758,1,0.787992139557332,1.38976078104479,0.296705866831384,0.312620843917049,3.02557926129846,0.83615205089677
"406","P62305",1,1,0,0,1,1,1,1,0,0,1,1,0.595675878428382,1,0,0,0.292426279694171,0.677033078796964,0.833444893545813,1.02855990860829,NA,NA,1.37793173945142,0.784470085089321
"407","P62307",1,1,0,0,1,1,1,1,0,0,0.249149940925338,1,0.61990039936326,0.769652278378036,0,0,0.0321514640936289,0.147109196514219,1.04244003039184,0.674004439660971,0.197447194941477,0.501184555951593,1.84148881814251,0.778002018163471
"408","P62309",1,1,1,1,1,0,1,1,1,1,1,0,0.502347013426752,1,1,1,1,0,0.906844727599445,NA,NA,NA,1.46761477817282,0.654624569925116
"409","P62315",1,1,1,1,1,0,1,1,1,1,1,0,0.986525831510549,1,1,1,1,0,1.10115831479324,0.873722461957756,NA,NA,NA,NA
"410","P62317",1,1,1,0,1,1,1,1,1,0,1,1,0.579420604740249,1,1,0,0.139297799726569,0.240106337798005,1.1653280096569,1.34223441108545,NA,NA,1.61140526336433,0.743699684984249
"411","P62320",1,1,0,0,1,1,1,1,0,0,1,1,0.42241904432239,1,0,0,0.792201354180519,0.855662669371579,1.03243827716706,1.16504724889499,NA,NA,1.13441369911714,0.817050735863672
"412","P62331",1,1,1,1,1,1,1,1,1,1,1,1,0.432556235319134,1,1,1,1,1,1.25596619089428,NA,NA,NA,NA,NA
"413","P62482",1,1,1,1,1,1,1,1,1,1,1,1,0.643597953561904,1,1,1,1,1,1.15538854068445,NA,NA,NA,NA,NA
"414","P62484",1,1,1,0,1,1,1,1,1,0,1,1,0.204820092459094,1,1,0,1,1,1.40944918028845,NA,NA,NA,0.984464764372378,1.07876058587896
"415","P62492",1,0,1,0,1,1,1,0,1,0,1,1,0.965917326003896,0,1,0,1,0.542920422738143,1.23016950739838,1.31771595900439,NA,NA,0.932205038420387,1.19946332737031
"416","P62627",0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0.253552761396966,1.09101238912103,1.27324163496244,NA,NA,1.06246271836387,0.718836140888208
"417","P62631",1,1,0,0,1,1,1,1,0,0,1,0.101492435628462,0.658295073589716,1,0,0,0.588020032150917,0.013097054680263,1.10028401581933,1.05736845973341,NA,NA,1.24435028012405,0.699759403132589
"418","P62702",1,0,0,1,0,1,1,0,0,1,0,0.954799793777246,0.834224842323217,0,0,1,0,0.12321179436054,1.15617088607595,1.33538276627218,NA,NA,1.63283716734326,0.659167492566898
"419","P62715",1,1,1,1,0,0,1,1,1,1,0,0,0.747237256713603,1,0.479257872915435,1,0,0,0.759943260458188,0.906406003187604,0.434941892639735,0.661849783998181,NA,NA
"420","P62743",1,1,1,0,1,1,1,1,1,0,1,1,0.695818995679822,1,1,0,1,1,0.977703398558189,NA,NA,NA,1.21745974088873,1.03899861617814
"421","P62746",1,1,1,1,0,1,1,1,1,1,0,1,0.372595973158933,1,1,1,0,1,1.46833965567552,NA,NA,NA,0.666785095705467,1.18311265237495
"422","P62751",1,1,0,0,1,1,1,1,0,0,1,1,0.70713182750097,1,0,0,0.223624562785234,0.283574851644978,0.648750812668337,0.817326010044781,NA,NA,1.5178374199249,0.71696394987429
"423","P62754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0651081263727,1.36377679088627,NA,NA,1.37084897487727,0.689051385365368
"424","P62761",1,1,0,0,1,1,1,1,0,0,1,1,0.271062352353009,1,0,0,1,1,1.12498892116795,1.37377325229563,NA,NA,0.821300042064155,1.10239470565673
"425","P62774",1,1,0,0,1,1,1,1,0,0,1,1,0.849159259801373,1,0,0,1,0.135128321287812,0.998245088387621,0.968863441843993,NA,NA,0.935344244555661,0.773002927645337
"426","P62806",0,1,0,0,0.896803033731137,1,0,1,0,0,0.0296989602788852,1,0,0.443658265361357,0,0,0.00383249159714161,1,1.10005916284573,1.56950987812602,1.0580639181946,0.675962658140408,0.499829828792968,0.98930361247066
"427","P62812",1,1,1,1,1,1,1,1,1,1,1,1,0.907368911673183,1,1,1,1,1,0.994339516897383,NA,NA,NA,NA,NA
"428","P62814",1,1,0,0,1,1,1,1,0,0,1,1,0.631250423699616,1,0,0,0.834448058469617,0.286501529531616,1.00829007993005,0.89551728071176,1.13824569408007,0.818230269900921,0.780766522267987,0.881857016503884
"429","P62821",1,1,1,0,0,0,1,1,1,0,0,0,0.813690193538307,1,1,0,0,0,0.964167605162063,NA,NA,NA,NA,NA
"430","P62823",1,1,1,0,1,1,1,1,1,0,1,1,0.619981013451467,1,1,0,0.187617724402491,0.453792421446713,1.16303386031147,NA,NA,NA,0.714140067686767,1.10831634716437
